I,Vout,V,D,P,Irradiance,Temperature
3.6913628404906,43.1137977256763,30.134359984383202,303,116.00508283907101,533,22
7.0817315101152305,60.5647979962652,30.552507413906604,493,228.41573403619597,1068,22
7.48874826967595,61.2700757786407,30.266617096189698,503,233.926061664938,1068,15
5.26386597576681,51.1279291564466,29.3613710593742,423,163.600854544457,733,15
5.394527775447821,47.514204476663195,25.014904707434102,475,141.222264654135,733,50
5.70971131535841,48.729568503957005,24.8714058051617,491,148.536690037334,773,50
5.35534861311683,52.781318548226395,31.1761507978911,0.40700000000000003,173.71108671586398,773,12
7.47791757476236,62.4984685235876,31.263671498936,495,243.11815551805,1096,12
7.33471195352259,56.5959742650591,25.7657323064524,541,199.31710739835898,1096,58
6.73069542190681,52.229832104311896,24.5220623417443,0.5329999999999999,170.126209311171,929,58
6.49341190248785,53.2577004351164,26.275695066978503,511,176.861283619738,929,50
4.132109012586491,42.510750899776,26.1453025795072,0.38299999999999995,112.705037433877,585,50
4.31374870080091,41.6896695132285,24.028170751342,425,108.696862590035,585,58
2.82451463421368,34.1122698377717,24.6252952720548,0.27699999999999997,72.6261289503548,393,58
2.76830721768071,34.882716687900704,26.298334237967,245,75.94866943021259,393,49
2.80536994872283,34.4269701686313,25.0200321942717,271,74.1634409881508,383,49
2.66814970558957,35.08258618206,27.564687564674603,213,76.79023626010991,383,41
6.83990752083772,55.279358585075705,26.9408932834231,515,190.54430486237098,960,41
7.082372688106481,52.754514613883494,23.7115706292557,547,173.903864732958,960,60
4.85586026077114,43.9853018954178,23.865848555110603,0.45899999999999996,120.919096572621,659,60
4.47192632410065,46.34977077505901,28.4349230863953,385,133.941582786936,659,38
4.462856487570151,45.6042045897742,27.8535906401511,387,129.716703411552,638,38
4.40985779643716,45.919114460881005,28.4807446406107,377,131.460283499639,638,35
5.15359828545182,49.4180265451945,28.384906838592702,429,152.383534349147,742,35
5.00880835804013,50.7639666617528,30.550248088021696,401,160.767550432973,742,22
7.03556861701091,59.25643931392489,29.8993254418151,491,218.601264407491,1020,22
7.152643665101401,59.567926962576294,29.883886294447397,501,221.28865016884998,1020,19
4.56378471443942,48.017473684760596,30.2016667057698,369,143.767225078089,654,19
4.515405168256559,46.4587542791337,28.5342331381568,389,134.66057990757201,654,35
5.64630911572441,51.414188927286304,28.065913896311397,0.45299999999999996,164.705421666385,803,35
5.45140281132951,50.16842963211221,27.347326821725897,457,156.93212752571998,803,46
3.0508292845911402,36.359155478701894,25.815471156753603,289,82.6712702368205,421,46
3.0828065720321103,35.1334049084523,23.825320973090502,321,77.2159355880577,421,60
4.2743016560235,42.062814591962706,24.803143566958603,0.41100000000000003,110.371976073326,602,60
4.10055689775944,45.3774110091414,29.784952439438,341,128.366449362511,602,27
3.18145949789777,39.563289554221,29.435859976514603,255,97.69295593920842,458,27
3.136280421001,40.0471029352205,30.5393448513705,239,100.09656234126999,458,21
3.76948480247715,43.223722111292105,29.6788514813965,315,116.651732865764,533,21
3.64522409855107,42.6888043729329,29.7588591372808,305,113.71306446611601,533,27
4.31277813317999,46.55423657844621,29.8018139445927,0.35700000000000004,135.140273337164,634,27
4.28867059135507,47.743813536636495,31.587359050996103,341,142.18890727865698,634,14
3.8057796089292,44.5997123825072,31.2757109293547,301,124.12981073156,553,14
3.98318082266819,42.1109864571802,26.640771123169998,369,110.75218739586501,553,42
3.6129277338006496,40.463513080088795,27.1563388652281,331,102.179420417234,511,42
3.52165427839515,41.6232361127654,29.363138113832196,297,108.122047997977,511,29
5.634231692020791,52.766774753860105,29.388682669656,439,173.46373770421502,825,29
6.12043931296638,49.684173140746495,24.1733000534057,515,154.40372079728598,825,55
6.5628834192881,53.1880273149374,25.8277116513124,519,176.392440798578,950,55
6.89961627914951,56.1906334551704,27.4632719927059,513,197.392349506773,950,31
3.4823181137349097,41.2528915035041,29.085458617683102,293,106.175541055716,506,31
3.71140111203084,39.047921543776,24.341244648935103,375,95.40856597220801,506,55
7.11130263585472,55.0653662938908,25.657805943263998,539,189.056336199077,1023,55
7.16549665977738,59.362790904639205,29.649465068830104,0.49700000000000005,219.539091621292,1023,21
6.48000072196442,56.13491008744221,29.210756591360802,0.47700000000000004,196.71177861350102,910,21
6.457203271710879,52.7397125315364,25.9895861381373,511,173.42381596642701,910,50
5.44501468148257,48.0829183171288,25.498707240668303,467,144.271102102821,752,50
5.14526296282657,47.8253339637197,26.3355854270114,445,142.448840304776,752,53
7.9201574449439,56.714654292019,24.5908862166504,569,200.908090363322,1078,53
7.63286251318094,59.5947015570186,28.1776482607712,531,221.449916276036,1078,31
5.48846236781709,50.8819210026111,28.307285462930604,441,161.390542773183,774,31
5.70264210404042,49.8756054337782,25.8741972104142,479,155.7217573704,774,40
3.57678537884507,40.7449605050163,27.6739083086321,319,103.574846223767,513,40
3.53991182083427,42.96578919081801,31.249278544607396,275,115.211173938893,513,14
7.006640919444151,59.361221249187096,30.272215829984198,0.48700000000000004,219.756531172976,994,14
7.0447565660079405,58.464228717451,29.2167156253987,0.49700000000000005,213.15788675293598,994,22
7.08112814765598,58.541327009577294,29.142293564461497,499,213.759873433189,997,22
7.11729188514871,56.345930501948004,26.9554131068293,519,197.90646926931,997,40
4.25582509396035,43.4814093584472,26.319828207010698,0.39299999999999996,118.317754044315,585,40
4.08552696588249,43.8740519494627,28.1449679722786,0.35700000000000004,120.081609591117,585,36
4.32921707380938,44.2477393709069,26.9099496244419,0.39299999999999996,122.44016425832199,595,36
4.32899586678455,42.248226922996295,24.705165837028105,0.41700000000000004,111.47310454339,595,56
7.067315333774659,53.827318759485905,24.8179268885087,537,180.616632277985,980,56
7.02598053067889,55.537380431115,26.4957021613734,519,192.147758139029,980,43
5.155064225737349,47.812870330928796,26.6053006220011,441,142.582371586177,719,43
4.97543252236396,48.71409735702989,28.433621606580502,413,147.860755534767,719,35
2.8175690446056003,35.7829234055755,26.9343169652598,245,80.1267724688535,388,35
2.71900033945652,35.2237735994686,27.312814218787604,223,77.44473830362391,388,42
6.88799772875731,54.3999351330519,25.7014737975853,529,185.19978946207402,934,42
6.42839718984678,57.6842550363019,30.9910771314604,0.45899999999999996,207.231454230011,934,14
4.62718690527016,49.036625615069106,31.119175520841697,0.36700000000000005,149.98905059921,670,14
4.78537400605567,49.237718860791595,30.1377164300102,389,151.613520986061,670,12
3.8985337692569,45.04724350158379,31.216102303383998,309,126.65834174737302,560,12
3.91456515077093,41.7929985813515,26.6063150090655,361,108.94706331135201,560,48
4.27779661583574,43.255591160078296,26.1603883784323,0.39299999999999996,116.67931472627599,600,48
4.14762382061563,45.366291895219796,29.6574474487782,349,128.435208287743,600,26
4.35845616165267,46.292603972849506,29.3945813774631,363,133.65283989558,625,26
4.28698982199643,47.48716075535871,31.383686247417604,337,140.663506852615,625,13
6.662070776084139,58.0792452837041,30.4426129774758,473,210.38357588595102,946,13
6.81361868692897,52.863288619473494,24.7555046144627,531,174.00251378100398,946,57
2.71618952819399,33.5765861405544,24.894758221262602,259,70.3268474134782,379,57
2.70713557716885,37.0483325659587,30.288417892501503,183,85.92195358090869,379,12
6.4010743254730995,56.653019299869,29.8809151484439,0.47100000000000003,200.87943149612,895,12
6.28491240128801,56.5911327171659,30.639855084029698,461,199.886656185354,895,13
7.1280848963452,59.806717167719405,30.213545616361,0.49700000000000005,223.31714972937598,1005,13
7.3435310878879,56.6432690384765,26.2848400697818,0.5329999999999999,200.643147451185,1005,39
3.88926424257798,42.8179638580679,28.0244568147369,0.34299999999999997,114.327512364284,564,39
3.8583874547067603,43.4568496857841,29.106638712933396,0.33299999999999996,117.81787327476299,564,32
5.85832173265276,52.9500579939589,28.661886846701698,455,174.68038923526,843,32
5.77526897680917,55.135698043447704,31.5669868652751,431,189.681203046133,843,11
3.57854959091968,43.659856486804294,31.849921915000202,273,118.96694363066001,524,11
3.6054659857541203,43.5960366863114,31.5394806114292,0.27699999999999997,118.608422266453,524,12
