VPV,IPV,D
"375,75","284,03","0,38169"
"376,35","283,72","0,38169"
"377,31","283,19","0,38169"
"378,02","282,78","0,38169"
"379,08","282,14","0,38169"
"379,86","281,66","0,38169"
"380,96","280,92","0,38169"
"381,77","280,37","0,38169"
"382,88","279,56","0,38169"
"383,67","278,95","0,38169"
"384,75","278,09","0,38169"
"385,52","277,46","0,38169"
"386,57","276,54","0,38169"
"387,26","275,91","0,38169"
"388,22",275,"0,38169"
"388,78","274,43","0,38169"
"389,58","273,61","0,38169"
"389,95","273,18","0,38169"
"390,57","272,51","0,38169"
"390,73","272,28","0,38169"
"391,13","271,8","0,38169"
"391,11","271,78","0,38169"
"391,33","271,5","0,38169"
"391,11","271,69","0,38169"
"391,15","271,61","0,38169"
"390,76","271,98","0,38169"
"390,66","272,07","0,38169"
"390,14","272,58","0,38169"
"389,92","272,79","0,38169"
"389,28","273,4","0,38169"
"388,93","273,74","0,38169"
"388,18","274,44","0,38169"
"387,75","274,85","0,38169"
"386,92","275,59","0,38169"
"386,42","276,05","0,38169"
"385,53","276,8","0,38169"
"384,99","277,28","0,38169"
"384,07","278,02","0,38169"
"383,5","278,49","0,38169"
"382,54","279,2","0,38169"
"381,92","279,68","0,38169"
"380,92","280,38","0,38169"
"380,27","280,84","0,38169"
"379,25","281,5","0,38169"
"378,6","281,94","0,38169"
"377,61","282,55","0,38169"
377,"282,94","0,38169"
"376,1","283,46","0,38169"
"375,59","283,77","0,38169"
"374,79","284,21","0,38169"
"374,38","284,45","0,38169"
"373,72","284,8","0,38169"
"373,46","284,96","0,38169"
"372,97","285,21","0,38169"
"372,91","285,27","0,38169"
"372,6","285,43","0,38169"
"372,72","285,41","0,38169"
"372,61","285,47","0,38169"
"372,93","285,35","0,38169"
"373,03","285,32","0,38169"
"373,53","285,1","0,38169"
"373,8","284,98","0,38169"
"374,47","284,67","0,38169"
"374,91","284,46","0,38169"
"375,75","284,03","0,38169"
"376,35","283,72","0,38169"
"377,31","283,19","0,38169"
"378,02","282,78","0,38169"
"379,08","282,14","0,38169"
"379,86","281,66","0,38169"
"380,96","280,92","0,38169"
"381,77","280,37","0,38169"
"382,88","279,56","0,38169"
"383,67","278,95","0,38169"
"384,75","278,09","0,38169"
"385,52","277,46","0,38169"
"386,57","276,54","0,38169"
"387,26","275,91","0,38169"
"388,22",275,"0,38169"
"388,78","274,43","0,38169"
"389,58","273,61","0,38169"
"389,95","273,18","0,38169"
"390,57","272,51","0,38169"
"390,73","272,28","0,38169"
"391,13","271,8","0,38169"
"391,11","271,78","0,38169"
"391,33","271,5","0,38169"
"391,11","271,69","0,38169"
"391,15","271,61","0,38169"
"390,76","271,98","0,38169"
"390,66","272,07","0,38169"
"390,14","272,58","0,38169"
"389,92","272,79","0,38169"
"389,28","273,4","0,38169"
"388,93","273,74","0,38169"
"388,18","274,44","0,38169"
"387,75","274,85","0,38169"
"386,92","275,59","0,38169"
"386,42","276,05","0,38169"
"385,53","276,8","0,38169"
"384,99","277,28","0,38169"
"384,07","278,02","0,38169"
"383,5","278,49","0,38169"
"382,54","279,2","0,38169"
"381,92","279,68","0,38169"
"380,92","280,38","0,38169"
"380,27","280,84","0,38169"
"379,25","281,5","0,38169"
"378,6","281,94","0,38169"
"377,61","282,55","0,38169"
377,"282,94","0,38169"
"376,1","283,46","0,38169"
"375,59","283,77","0,38169"
"374,79","284,21","0,38169"
"374,38","284,45","0,38169"
"373,72","284,8","0,38169"
"373,46","284,96","0,38169"
"372,97","285,21","0,38169"
"372,91","285,27","0,38169"
"372,6","285,43","0,38169"
"372,72","285,41","0,38169"
"372,61","285,47","0,38169"
"372,93","285,35","0,38169"
"373,03","285,32","0,38169"
"373,53","285,1","0,38169"
"373,8","284,98","0,38169"
"374,47","284,67","0,38169"
"374,91","284,46","0,38169"
"375,75","284,03","0,38169"
"376,35","283,72","0,38169"
"377,31","283,19","0,38169"
"378,02","282,78","0,38169"
"379,08","282,14","0,38169"
"379,86","281,66","0,38169"
"380,96","280,92","0,38169"
"381,77","280,37","0,38169"
"382,88","279,56","0,38169"
"383,67","278,95","0,38169"
"384,75","278,09","0,38169"
"385,52","277,46","0,38169"
"386,57","276,54","0,38169"
"387,26","275,91","0,38169"
"388,22",275,"0,38169"
"388,78","274,43","0,38169"
"389,58","273,61","0,38169"
"389,95","273,18","0,38169"
"390,57","272,51","0,38169"
"390,73","272,28","0,38169"
"391,13","271,8","0,38169"
"391,11","271,78","0,38169"
"391,33","271,5","0,38169"
"391,11","271,69","0,38169"
"391,15","271,61","0,38169"
"390,76","271,98","0,38169"
"390,66","272,07","0,38169"
"390,14","272,58","0,38169"
"389,92","272,79","0,38169"
"389,28","273,4","0,38169"
"388,93","273,74","0,38169"
"388,18","274,44","0,38169"
"387,75","274,85","0,38169"
"386,92","275,59","0,38169"
"386,42","276,05","0,38169"
"385,53","276,8","0,38169"
"384,99","277,28","0,38169"
"384,07","278,02","0,38169"
"383,5","278,49","0,38169"
"382,54","279,2","0,38169"
"381,92","279,68","0,38169"
"380,92","280,38","0,38169"
"380,27","280,84","0,38169"
"379,25","281,5","0,38169"
"378,6","281,94","0,38169"
"377,61","282,55","0,38169"
377,"282,94","0,38169"
"376,1","283,46","0,38169"
"375,59","283,77","0,38169"
"374,79","284,21","0,38169"
"374,38","284,45","0,38169"
"373,72","284,8","0,38169"
"373,46","284,96","0,38169"
"372,97","285,21","0,38169"
"372,91","285,27","0,38169"
"372,6","285,43","0,38169"
"372,72","285,41","0,38169"
"372,61","285,47","0,38169"
"372,93","285,35","0,38169"
"373,03","285,32","0,38169"
"373,53","285,1","0,38169"
"373,8","284,98","0,38169"
"374,47","284,67","0,38169"
"374,91","284,46","0,38169"
"375,75","284,03","0,38169"
"376,35","283,72","0,38169"
"377,31","283,19","0,38169"
"378,02","282,78","0,38169"
"379,08","282,14","0,38169"
"379,86","281,66","0,38169"
"380,96","280,92","0,38169"
"381,77","280,37","0,38169"
"382,88","279,56","0,38169"
"383,67","278,95","0,38169"
"384,75","278,09","0,38169"
"385,52","277,46","0,38169"
"386,57","276,54","0,38169"
"387,26","275,91","0,38169"
"388,22",275,"0,38169"
"388,78","274,43","0,38169"
"389,58","273,61","0,38169"
"389,95","273,18","0,38169"
"390,57","272,51","0,38169"
"390,73","272,28","0,38169"
"391,13","271,8","0,38169"
"391,11","271,78","0,38169"
"391,33","271,5","0,38169"
"391,11","271,69","0,38169"
"391,15","271,61","0,38169"
"390,76","271,98","0,38169"
"390,66","272,07","0,38169"
"390,14","272,58","0,38169"
"389,92","272,79","0,38169"
"389,28","273,4","0,38169"
"388,93","273,74","0,38169"
"388,18","274,44","0,38169"
"387,75","274,85","0,38169"
"386,92","275,59","0,38169"
"386,42","276,05","0,38169"
"385,53","276,8","0,38169"
"384,99","277,28","0,38169"
"384,07","278,02","0,38169"
"383,5","278,49","0,38169"
"382,54","279,2","0,38169"
"381,92","279,68","0,38169"
"380,92","280,38","0,38169"
"380,27","280,84","0,38169"
"379,25","281,5","0,38169"
"378,6","281,94","0,38169"
"377,61","282,55","0,38169"
377,"282,94","0,38169"
"376,1","283,46","0,38169"
"375,59","283,77","0,38169"
"374,79","284,21","0,38169"
"374,38","284,45","0,38169"
"373,72","284,8","0,38169"
"373,46","284,96","0,38169"
"372,97","285,21","0,38169"
"372,91","285,27","0,38169"
"372,6","285,43","0,38169"
"372,72","285,41","0,38169"
"372,61","285,47","0,38169"
"372,93","285,35","0,38169"
"373,03","285,32","0,38169"
"373,53","285,1","0,38169"
"373,8","284,98","0,38169"
"374,47","284,67","0,38169"
"374,91","284,46","0,38169"
"375,75","284,03","0,38169"
"376,35","283,72","0,38169"
"377,31","283,19","0,38169"
"378,02","282,78","0,38169"
"379,08","282,14","0,38169"
"379,86","281,66","0,38169"
"380,96","280,92","0,38169"
"381,77","280,37","0,38169"
"382,88","279,56","0,38169"
"383,67","278,95","0,38169"
"384,75","278,09","0,38169"
"385,52","277,46","0,38169"
"386,57","276,54","0,38169"
"387,26","275,91","0,38169"
"388,22",275,"0,38169"
"388,78","274,43","0,38169"
"389,58","273,61","0,38169"
"389,95","273,18","0,38169"
"390,57","272,51","0,38169"
"390,73","272,28","0,38169"
"391,13","271,8","0,38169"
"391,11","271,78","0,38169"
"391,33","271,5","0,38169"
"391,11","271,69","0,38169"
"391,15","271,61","0,38169"
"390,76","271,98","0,38169"
"390,66","272,07","0,38169"
"390,14","272,58","0,38169"
"389,92","272,79","0,38169"
"389,28","273,4","0,38169"
"388,93","273,74","0,38169"
"388,18","274,44","0,38169"
"387,75","274,85","0,38169"
"386,92","275,59","0,38169"
"386,42","276,05","0,38169"
"385,53","276,8","0,38169"
"384,99","277,28","0,38169"
"384,07","278,02","0,38169"
"383,5","278,49","0,38169"
"382,54","279,2","0,38169"
"381,92","279,68","0,38169"
"380,92","280,38","0,38169"
"380,27","280,84","0,38169"
"379,25","281,5","0,38169"
"378,6","281,94","0,38169"
"377,61","282,55","0,38169"
377,"282,94","0,38169"
"376,1","283,46","0,38169"
"375,59","283,77","0,38169"
"374,79","284,21","0,38169"
"374,38","284,45","0,38169"
"373,72","284,8","0,38169"
"373,46","284,96","0,38169"
"372,97","285,21","0,38169"
"372,91","285,27","0,38169"
"372,6","285,43","0,38169"
"372,72","285,41","0,38169"
"372,61","285,47","0,38169"
"372,93","285,35","0,38169"
"373,03","285,32","0,38169"
"373,53","285,1","0,38169"
"373,8","284,98","0,38169"
"374,47","284,67","0,38169"
"374,91","284,46","0,38169"
"375,75","284,03","0,38169"
"376,35","283,72","0,38169"
"377,31","283,19","0,38169"
"378,02","282,78","0,38169"
"379,08","282,14","0,38169"
"379,86","281,66","0,38169"
"380,96","280,92","0,38169"
"381,77","280,37","0,38169"
"382,88","279,56","0,38169"
"383,67","278,95","0,38169"
"384,75","278,09","0,38169"
"385,52","277,46","0,38169"
"386,57","276,54","0,38169"
"387,26","275,91","0,38169"
"388,22",275,"0,38169"
"388,78","274,43","0,38169"
"389,58","273,61","0,38169"
"389,95","273,18","0,38169"
"390,57","272,51","0,38169"
"390,73","272,28","0,38169"
"391,13","271,8","0,38169"
"391,11","271,78","0,38169"
"391,33","271,5","0,38169"
"391,11","271,69","0,38169"
"391,15","271,61","0,38169"
"390,76","271,98","0,38169"
"390,66","272,07","0,38169"
"390,14","272,58","0,38169"
"389,92","272,79","0,38169"
"389,28","273,4","0,38169"
"388,93","273,74","0,38169"
"388,18","274,44","0,38169"
"387,75","274,85","0,38169"
"386,92","275,59","0,38169"
"386,42","276,05","0,38169"
"385,53","276,8","0,38169"
"384,99","277,28","0,38169"
"384,07","278,02","0,38169"
"383,5","278,49","0,38169"
"382,54","279,2","0,38169"
"381,92","279,68","0,38169"
"380,92","280,38","0,38169"
"380,27","280,84","0,38169"
"379,25","281,5","0,38169"
"378,6","281,94","0,38169"
"377,61","282,55","0,38169"
377,"282,94","0,38169"
"376,1","283,46","0,38169"
"375,59","283,77","0,38169"
"374,79","284,21","0,38169"
"374,38","284,45","0,38169"
"373,72","284,8","0,38169"
"373,46","284,96","0,38169"
"372,97","285,21","0,38169"
"372,91","285,27","0,38169"
"372,6","285,43","0,38169"
"372,72","285,41","0,38169"
"372,61","285,47","0,38169"
"372,93","285,35","0,38169"
"373,03","285,32","0,38169"
"373,53","285,1","0,38169"
"373,8","284,98","0,38169"
"374,47","284,67","0,38169"
"374,91","284,46","0,38169"
"375,75","284,03","0,38169"
"376,35","283,72","0,38169"
"377,31","283,19","0,38169"
"378,02","282,78","0,38169"
"379,08","282,14","0,38169"
"379,86","281,66","0,38169"
"380,96","280,92","0,38169"
"381,77","280,37","0,38169"
"382,88","279,56","0,38169"
"383,67","278,95","0,38169"
"384,75","278,09","0,38169"
"385,52","277,46","0,38169"
"386,57","276,54","0,38169"
"387,26","275,91","0,38169"
"388,22",275,"0,38169"
"388,78","274,43","0,38169"
"389,58","273,61","0,38169"
"389,95","273,18","0,38169"
"390,57","272,51","0,38169"
"390,73","272,28","0,38169"
"391,13","271,8","0,38169"
"391,11","271,78","0,38169"
"391,33","271,5","0,38169"
"391,11","271,69","0,38169"
"391,15","271,61","0,38169"
"390,76","271,98","0,38169"
"390,66","272,07","0,38169"
"390,14","272,58","0,38169"
"389,92","272,79","0,38169"
"389,28","273,4","0,38169"
"388,93","273,74","0,38169"
"388,18","274,44","0,38169"
"387,75","274,85","0,38169"
"386,92","275,59","0,38169"
"386,42","276,05","0,38169"
"385,53","276,8","0,38169"
"384,99","277,28","0,38169"
"384,07","278,02","0,38169"
"383,5","278,49","0,38169"
"382,54","279,2","0,38169"
"381,92","279,68","0,38169"
"380,92","280,38","0,38169"
"380,27","280,84","0,38169"
"379,25","281,5","0,38169"
"378,6","281,94","0,38169"
"377,61","282,55","0,38169"
377,"282,94","0,38169"
"376,1","283,46","0,38169"
"375,59","283,77","0,38169"
"374,79","284,21","0,38169"
"374,38","284,45","0,38169"
"373,72","284,8","0,38169"
"373,46","284,96","0,38169"
"372,97","285,21","0,38169"
"372,91","285,27","0,38169"
"372,6","285,43","0,38169"
"372,72","285,41","0,38169"
"372,61","285,47","0,38169"
"372,93","285,35","0,38169"
"373,03","285,32","0,38169"
"373,53","285,1","0,38169"
"373,8","284,98","0,38169"
"374,47","284,67","0,38169"
"374,91","284,46","0,38169"
"375,75","284,03","0,38169"
"376,35","283,72","0,38169"
"377,31","283,19","0,38169"
"378,02","282,78","0,38169"
"379,08","282,14","0,38169"
"379,86","281,66","0,38169"
"380,96","280,92","0,38169"
"381,77","280,37","0,38169"
"382,88","279,56","0,38169"
"383,67","278,95","0,38169"
"384,75","278,09","0,38169"
"385,52","277,46","0,38169"
"386,57","276,54","0,38169"
"387,26","275,91","0,38169"
"388,22",275,"0,38169"
"388,78","274,43","0,38169"
"389,58","273,61","0,38169"
"389,95","273,18","0,38169"
"390,57","272,51","0,38169"
"390,73","272,28","0,38169"
"391,13","271,8","0,38169"
"391,11","271,78","0,38169"
"391,33","271,5","0,38169"
"391,11","271,69","0,38169"
"391,15","271,61","0,38169"
"390,76","271,98","0,38169"
"390,66","272,07","0,38169"
"390,14","272,58","0,38169"
"389,92","272,79","0,38169"
"389,28","273,4","0,38169"
"388,93","273,74","0,38169"
"388,18","274,44","0,38169"
"387,75","274,85","0,38169"
"386,92","275,59","0,38169"
"386,42","276,05","0,38169"
"385,53","276,8","0,38169"
"384,99","277,28","0,38169"
"384,07","278,02","0,38169"
"383,5","278,49","0,38169"
"382,54","279,2","0,38169"
"381,92","279,68","0,38169"
"380,92","280,38","0,38169"
"380,27","280,84","0,38169"
"379,25","281,5","0,38169"
"378,6","281,94","0,38169"
"377,61","282,55","0,38169"
377,"282,94","0,38169"
"376,1","283,46","0,38169"
"375,59","283,77","0,38169"
"374,79","284,21","0,38169"
"374,38","284,45","0,38169"
"373,72","284,8","0,38169"
"373,46","284,96","0,38169"
"372,97","285,21","0,38169"
"372,91","285,27","0,38169"
"372,6","285,43","0,38169"
"372,72","285,41","0,38169"
"372,61","285,47","0,38169"
"372,93","285,35","0,38169"
"373,03","285,32","0,38169"
"373,53","285,1","0,38169"
"373,8","284,98","0,38169"
"374,47","284,67","0,38169"
"374,91","284,46","0,38169"
"375,75","284,03","0,38169"
"376,35","283,72","0,38169"
"377,31","283,19","0,38169"
"378,02","282,78","0,38169"
"379,08","282,14","0,38169"
"379,86","281,66","0,38169"
"380,96","280,92","0,38169"
"381,77","280,37","0,38169"
"382,88","279,56","0,38169"
"383,67","278,95","0,38169"
"384,75","278,09","0,38169"
"385,52","277,46","0,38169"
"386,57","276,54","0,38169"
"387,26","275,91","0,38169"
"388,22",275,"0,38169"
"388,78","274,43","0,38169"
"389,58","273,61","0,38169"
"389,95","273,18","0,38169"
"390,57","272,51","0,38169"
"390,73","272,28","0,38169"
"391,13","271,8","0,38169"
"391,11","271,78","0,38169"
"391,33","271,5","0,38169"
"391,11","271,69","0,38169"
"391,15","271,61","0,38169"
"390,76","271,98","0,38169"
"390,66","272,07","0,38169"
"390,14","272,58","0,38169"
"389,92","272,79","0,38169"
"389,28","273,4","0,38169"
"388,93","273,74","0,38169"
"388,18","274,44","0,38169"
"387,75","274,85","0,38169"
"386,92","275,59","0,38169"
"386,42","276,05","0,38169"
"385,53","276,8","0,38169"
"384,99","277,28","0,38169"
"384,07","278,02","0,38169"
"383,5","278,49","0,38169"
"382,54","279,2","0,38169"
"381,92","279,68","0,38169"
"380,92","280,38","0,38169"
"380,27","280,84","0,38169"
"379,25","281,5","0,38169"
"378,6","281,94","0,38169"
"377,61","282,55","0,38169"
377,"282,94","0,38169"
"376,1","283,46","0,38169"
"375,59","283,77","0,38169"
"374,79","284,21","0,38169"
"374,38","284,45","0,38169"
"373,72","284,8","0,38169"
"373,46","284,96","0,38169"
"372,97","285,21","0,38169"
"372,91","285,27","0,38169"
"372,6","285,43","0,38169"
"372,72","285,41","0,38169"
"372,61","285,47","0,38169"
"372,93","285,35","0,38169"
"373,03","285,32","0,38169"
"373,53","285,1","0,38169"
"373,8","284,98","0,38169"
"374,47","284,67","0,38169"
"374,91","284,46","0,38169"
"375,75","284,03","0,38169"
"376,35","283,72","0,38169"
"377,31","283,19","0,38169"
"378,02","282,78","0,38169"
"379,08","282,14","0,38169"
"379,86","281,66","0,38169"
"380,96","280,92","0,38169"
"381,77","280,37","0,38169"
"382,88","279,56","0,38169"
"383,67","278,95","0,38169"
"384,75","278,09","0,38169"
"385,52","277,46","0,38169"
"386,57","276,54","0,38169"
"387,26","275,91","0,38169"
"388,22",275,"0,38169"
"388,78","274,43","0,38169"
"389,58","273,61","0,38169"
"389,95","273,18","0,38169"
"390,57","272,51","0,38169"
"390,73","272,28","0,38169"
"391,13","271,8","0,38169"
"391,11","271,78","0,38169"
"391,33","271,5","0,38169"
"391,11","271,69","0,38169"
"391,15","271,61","0,38169"
"390,76","271,98","0,38169"
"390,66","272,07","0,38169"
"390,14","272,58","0,38169"
"389,92","272,79","0,38169"
"389,28","273,4","0,38169"
"388,93","273,74","0,38169"
"388,18","274,44","0,38169"
"387,75","274,85","0,38169"
"386,92","275,59","0,38169"
"386,42","276,05","0,38169"
"385,53","276,8","0,38169"
"384,99","277,28","0,38169"
"384,07","278,02","0,38169"
"383,5","278,49","0,38169"
"382,54","279,2","0,38169"
"381,92","279,68","0,38169"
"380,92","280,38","0,38169"
"380,27","280,84","0,38169"
"379,25","281,5","0,38169"
"378,6","281,94","0,38169"
"377,61","282,55","0,38169"
377,"282,94","0,38169"
"376,1","283,46","0,38169"
"375,59","283,77","0,38169"
"374,79","284,21","0,38169"
"374,38","284,45","0,38169"
"373,72","284,8","0,38169"
"373,46","284,96","0,38169"
"372,97","285,21","0,38169"
"372,91","285,27","0,38169"
"372,6","285,43","0,38169"
"372,72","285,41","0,38169"
"372,61","285,47","0,38169"
"372,93","285,35","0,38169"
"373,03","285,32","0,38169"
"373,53","285,1","0,38169"
"373,8","284,98","0,38169"
"374,47","284,67","0,38169"
"374,91","284,46","0,38169"
"375,75","284,03","0,38169"
"376,35","283,72","0,38169"
"377,31","283,19","0,38169"
"378,02","282,78","0,38169"
"379,08","282,14","0,38169"
"379,86","281,66","0,38169"
"380,96","280,92","0,38169"
"381,77","280,37","0,38169"
"382,88","279,56","0,38169"
"383,67","278,95","0,38169"
"384,75","278,09","0,38169"
"385,52","277,46","0,38169"
"386,57","276,54","0,38169"
"387,26","275,91","0,38169"
"388,22",275,"0,38169"
"388,78","274,43","0,38169"
"389,58","273,61","0,38169"
"389,95","273,18","0,38169"
"390,57","272,51","0,38169"
"390,73","272,28","0,38169"
"391,13","271,8","0,38169"
"391,11","271,78","0,38169"
"391,33","271,5","0,38169"
"391,11","271,69","0,38169"
"391,15","271,61","0,38169"
"390,76","271,98","0,38169"
"390,66","272,07","0,38169"
"390,14","272,58","0,38169"
"389,92","272,79","0,38169"
"389,28","273,4","0,38169"
"388,93","273,74","0,38169"
"388,18","274,44","0,38169"
"387,75","274,85","0,38169"
"382,07","271,85","0,38918"
"381,89",272,"0,38918"
"381,97","271,88","0,38918"
"381,64","272,19","0,38918"
"381,6","272,23","0,38918"
"381,12","272,68","0,38918"
"380,94","272,87","0,38918"
"380,34","273,45","0,38918"
"380,05","273,74","0,38918"
"379,36","274,4","0,38918"
"378,99","274,76","0,38918"
"378,2","275,47","0,38918"
"377,74","275,91","0,38918"
"376,87","276,66","0,38918"
"376,35","277,14","0,38918"
"375,43","277,9","0,38918"
"374,85","278,39","0,38918"
"373,9","279,14","0,38918"
"373,3","279,62","0,38918"
"372,33","280,33","0,38918"
"371,73","280,79","0,38918"
"370,75","281,46","0,38918"
"370,16","281,88","0,38918"
"369,2","282,5","0,38918"
"368,63","282,89","0,38918"
"367,73","283,43","0,38918"
"367,22","283,76","0,38918"
"366,4","284,23","0,38918"
"365,98","284,49","0,38918"
"365,27","284,88","0,38918"
"364,98","285,07","0,38918"
"364,42","285,37","0,38918"
"364,3","285,46","0,38918"
"363,91","285,67","0,38918"
"363,94","285,68","0,38918"
"363,73","285,8","0,38918"
"363,96","285,72","0,38918"
"363,93","285,74","0,38918"
"364,33","285,57","0,38918"
"364,5","285,5","0,38918"
"365,09","285,23","0,38918"
"365,44","285,06","0,38918"
"366,19","284,68","0,38918"
"366,68","284,42","0,38918"
"367,56","283,94","0,38918"
"368,17","283,59","0,38918"
"369,14","283,02","0,38918"
"369,84","282,58","0,38918"
"370,91","281,9","0,38918"
"371,68","281,38","0,38918"
"372,79","280,59","0,38918"
"373,59",280,"0,38918"
"374,71","279,13","0,38918"
"375,49","278,49","0,38918"
"376,58","277,58","0,38918"
"377,28","276,94","0,38918"
"378,26","276,03","0,38918"
"378,85","275,45","0,38918"
"379,71","274,59","0,38918"
"380,15","274,11","0,38918"
"380,84","273,37","0,38918"
"381,09","273,06","0,38918"
"381,59","272,49","0,38918"
"381,63","272,38","0,38918"
"381,92","272,03","0,38918"
"381,78","272,14","0,38918"
"381,9","271,98","0,38918"
"381,57","272,27","0,38918"
"381,51","272,31","0,38918"
"381,03","272,78","0,38918"
"380,84","272,97","0,38918"
"380,23","273,55","0,38918"
"379,94","273,85","0,38918"
"379,24","274,51","0,38918"
"378,87","274,88","0,38918"
"378,11","275,57","0,38918"
"377,68","275,98","0,38918"
"376,88","276,68","0,38918"
"376,42","277,1","0,38918"
"375,57","277,81","0,38918"
"375,05","278,25","0,38918"
"374,15","278,96","0,38918"
"373,6","279,41","0,38918"
"372,67","280,09","0,38918"
"372,11","280,53","0,38918"
"371,17","281,18","0,38918"
"370,6","281,59","0,38918"
"369,67","282,2","0,38918"
"369,12","282,58","0,38918"
"368,24","283,13","0,38918"
"367,75","283,45","0,38918"
"366,97","283,91","0,38918"
"366,59","284,16","0,38918"
"365,92","284,54","0,38918"
"365,67","284,71","0,38918"
"365,14",285,"0,38918"
"365,04","285,08","0,38918"
"364,7","285,28","0,38918"
"364,78","285,26","0,38918"
"364,62","285,36","0,38918"
"364,88","285,26","0,38918"
"364,89","285,27","0,38918"
"365,3","285,07","0,38918"
"365,49","284,99","0,38918"
"366,08","284,7","0,38918"
"366,42","284,53","0,38918"
"367,16","284,13","0,38918"
"367,63","283,87","0,38918"
"368,48","283,39","0,38918"
"369,08","283,03","0,38918"
"370,05","282,43","0,38918"
"370,75","281,99","0,38918"
"371,79","281,28","0,38918"
"372,54","280,76","0,38918"
"373,62","279,96","0,38918"
"374,39","279,37","0,38918"
"375,46","278,51","0,38918"
"376,2","277,89","0,38918"
"377,23","276,98","0,38918"
"377,88","276,37","0,38918"
"378,81","275,49","0,38918"
"379,34","274,95","0,38918"
"380,15","274,13","0,38918"
"380,53","273,7","0,38918"
"381,17",273,"0,38918"
"381,37","272,74","0,38918"
"381,82","272,22","0,38918"
"381,82","272,16","0,38918"
"382,07","271,85","0,38918"
"381,89",272,"0,38918"
"381,97","271,88","0,38918"
"381,64","272,19","0,38918"
"381,6","272,23","0,38918"
"381,12","272,68","0,38918"
"380,94","272,87","0,38918"
"380,34","273,45","0,38918"
"380,05","273,74","0,38918"
"379,36","274,4","0,38918"
"378,99","274,76","0,38918"
"378,2","275,47","0,38918"
"377,74","275,91","0,38918"
"376,87","276,66","0,38918"
"376,35","277,14","0,38918"
"375,43","277,9","0,38918"
"374,85","278,39","0,38918"
"373,9","279,14","0,38918"
"373,3","279,62","0,38918"
"372,33","280,33","0,38918"
"371,73","280,79","0,38918"
"370,75","281,46","0,38918"
"370,16","281,88","0,38918"
"369,2","282,5","0,38918"
"368,63","282,89","0,38918"
"367,73","283,43","0,38918"
"367,22","283,76","0,38918"
"366,4","284,23","0,38918"
"365,98","284,49","0,38918"
"365,27","284,88","0,38918"
"364,98","285,07","0,38918"
"364,42","285,37","0,38918"
"364,3","285,46","0,38918"
"363,91","285,67","0,38918"
"363,94","285,68","0,38918"
"363,73","285,8","0,38918"
"363,96","285,72","0,38918"
"363,93","285,74","0,38918"
"364,33","285,57","0,38918"
"364,5","285,5","0,38918"
"365,09","285,23","0,38918"
"365,44","285,06","0,38918"
"366,19","284,68","0,38918"
"366,68","284,42","0,38918"
"367,56","283,94","0,38918"
"368,17","283,59","0,38918"
"369,14","283,02","0,38918"
"369,84","282,58","0,38918"
"370,91","281,9","0,38918"
"371,68","281,38","0,38918"
"372,79","280,59","0,38918"
"373,59",280,"0,38918"
"374,71","279,13","0,38918"
"375,49","278,49","0,38918"
"376,58","277,58","0,38918"
"377,28","276,94","0,38918"
"378,26","276,03","0,38918"
"378,85","275,45","0,38918"
"379,71","274,59","0,38918"
"380,15","274,11","0,38918"
"380,84","273,37","0,38918"
"381,09","273,06","0,38918"
"381,59","272,49","0,38918"
"381,63","272,38","0,38918"
"381,92","272,03","0,38918"
"381,78","272,14","0,38918"
"381,9","271,98","0,38918"
"381,57","272,27","0,38918"
"381,51","272,31","0,38918"
"381,03","272,78","0,38918"
"380,84","272,97","0,38918"
"380,23","273,55","0,38918"
"379,94","273,85","0,38918"
"379,24","274,51","0,38918"
"378,87","274,88","0,38918"
"378,11","275,57","0,38918"
"377,68","275,98","0,38918"
"376,88","276,68","0,38918"
"376,42","277,1","0,38918"
"375,57","277,81","0,38918"
"375,05","278,25","0,38918"
"374,15","278,96","0,38918"
"373,6","279,41","0,38918"
"372,67","280,09","0,38918"
"372,11","280,53","0,38918"
"371,17","281,18","0,38918"
"370,6","281,59","0,38918"
"369,67","282,2","0,38918"
"369,12","282,58","0,38918"
"368,24","283,13","0,38918"
"367,75","283,45","0,38918"
"366,97","283,91","0,38918"
"366,59","284,16","0,38918"
"365,92","284,54","0,38918"
"365,67","284,71","0,38918"
"365,14",285,"0,38918"
"365,04","285,08","0,38918"
"364,7","285,28","0,38918"
"364,78","285,26","0,38918"
"364,62","285,36","0,38918"
"364,88","285,26","0,38918"
"364,89","285,27","0,38918"
"365,3","285,07","0,38918"
"365,49","284,99","0,38918"
"366,08","284,7","0,38918"
"366,42","284,53","0,38918"
"367,16","284,13","0,38918"
"367,63","283,87","0,38918"
"368,48","283,39","0,38918"
"369,08","283,03","0,38918"
"370,05","282,43","0,38918"
"370,75","281,99","0,38918"
"371,79","281,28","0,38918"
"372,54","280,76","0,38918"
"373,62","279,96","0,38918"
"374,39","279,37","0,38918"
"375,46","278,51","0,38918"
"376,2","277,89","0,38918"
"377,23","276,98","0,38918"
"377,88","276,37","0,38918"
"378,81","275,49","0,38918"
"379,34","274,95","0,38918"
"380,15","274,13","0,38918"
"380,53","273,7","0,38918"
"381,17",273,"0,38918"
"381,37","272,74","0,38918"
"381,82","272,22","0,38918"
"381,82","272,16","0,38918"
"382,07","271,85","0,38918"
"381,89",272,"0,38918"
"381,97","271,88","0,38918"
"381,64","272,19","0,38918"
"381,6","272,23","0,38918"
"381,12","272,68","0,38918"
