VPV,IPV,D,T,IRR
377.88,276.38,0.38725,20,1000
378.8,275.5,0.38916,20,1000
379.31,274.97,0.38049,20,1000
380.07,274.19,0.38424,20,1000
380.42,273.79,0.37745,20,1000
381.03,273.13,0.37745,20,1000
381.21,272.9,0.37931,20,1000
381.64,272.41,0.37931,20,1000
381.61,272.37,0.37931,20,1000
381.85,272.08,0.37255,20,1000
381.65,272.24,0.37255,20,1000
381.73,272.14,0.37255,20,1000
381.39,272.46,0.37931,20,1000
381.34,272.49,0.37745,20,1000
380.86,272.95,0.38235,20,1000
380.68,273.13,0.38916,20,1000
380.08,273.71,0.39409,20,1000
379.79,274,0.39216,20,1000
379.1,274.65,0.39901,20,1000
378.74,275,0.39901,20,1000
377.96,275.7,0.39901,20,1000
377.5,276.13,0.39901,20,1000
376.64,276.87,0.39706,20,1000
376.12,277.34,0.39706,20,1000
375.21,278.09,0.40394,20,1000
374.65,278.57,0.40394,20,1000
373.7,279.3,0.40394,20,1000
373.11,279.77,0.40196,20,1000
372.15,280.47,0.40394,20,1000
371.55,280.92,0.39512,20,1000
370.59,281.57,0.39216,20,1000
370,281.99,0.39409,20,1000
369.06,282.59,0.38916,20,1000
368.49,282.97,0.38235,20,1000
367.6,283.51,0.38235,20,1000
367.11,283.83,0.38424,20,1000
366.3,284.29,0.37745,20,1000
365.89,284.55,0.37931,20,1000
365.19,284.93,0.37931,20,1000
364.91,285.11,0.36893,20,1000
364.36,285.4,0.37255,20,1000
364.25,285.49,0.37255,20,1000
363.87,285.69,0.37438,20,1000
363.91,285.7,0.37438,20,1000
363.71,285.81,0.37931,20,1000
363.95,285.73,0.38424,20,1000
363.93,285.75,0.38235,20,1000
364.34,285.57,0.38916,20,1000
364.52,285.5,0.39409,20,1000
365.12,285.21,0.39216,20,1000
365.47,285.04,0.39216,20,1000
366.23,284.66,0.39901,20,1000
366.73,284.39,0.39901,20,1000
367.62,283.91,0.39706,20,1000
368.23,283.56,0.40394,20,1000
369.2,282.98,0.40394,20,1000
369.88,282.55,0.40394,20,1000
370.9,281.89,0.40196,20,1000
371.64,281.39,0.40196,20,1000
372.72,280.63,0.4,20,1000
373.49,280.06,0.40196,20,1000
374.58,279.23,0.39706,20,1000
375.34,278.61,0.39901,20,1000
376.4,277.72,0.39409,20,1000
377.09,277.1,0.38725,20,1000
378.06,276.21,0.38916,20,1000
378.64,275.64,0.38049,20,1000
379.49,274.8,0.38424,20,1000
379.92,274.33,0.37745,20,1000
380.61,273.61,0.37745,20,1000
380.86,273.29,0.37931,20,1000
381.36,272.73,0.37931,20,1000
381.41,272.62,0.37931,20,1000
381.71,272.27,0.37255,20,1000
381.57,272.36,0.37255,20,1000
381.7,272.2,0.37255,20,1000
381.37,272.49,0.37931,20,1000
381.33,272.51,0.37745,20,1000
380.85,272.97,0.38235,20,1000
380.67,273.15,0.38916,20,1000
380.07,273.72,0.39409,20,1000
379.79,274.01,0.39216,20,1000
379.1,274.65,0.39901,20,1000
378.74,275.01,0.39901,20,1000
377.99,275.69,0.39901,20,1000
377.57,276.09,0.39901,20,1000
376.78,276.78,0.39706,20,1000
376.33,277.19,0.39706,20,1000
375.48,277.89,0.40394,20,1000
374.97,278.32,0.40394,20,1000
374.08,279.02,0.40394,20,1000
373.54,279.46,0.40196,20,1000
372.62,280.14,0.40394,20,1000
372.06,280.57,0.39512,20,1000
371.13,281.21,0.39216,20,1000
370.57,281.62,0.39409,20,1000
369.64,282.22,0.38916,20,1000
369.1,282.6,0.38235,20,1000
368.22,283.14,0.38235,20,1000
367.74,283.46,0.38424,20,1000
366.97,283.92,0.37745,20,1000
366.6,284.16,0.37931,20,1000
365.93,284.53,0.37931,20,1000
365.68,284.7,0.36538,20,1000
365.16,284.99,0.37255,20,1000
365.07,285.07,0.37255,20,1000
364.73,285.26,0.37438,20,1000
364.82,285.25,0.37438,20,1000
364.66,285.34,0.37931,20,1000
364.92,285.24,0.38424,20,1000
364.93,285.24,0.38235,20,1000
365.35,285.05,0.38916,20,1000
365.53,284.97,0.39409,20,1000
366.13,284.67,0.39216,20,1000
366.47,284.5,0.39216,20,1000
367.21,284.1,0.39901,20,1000
367.68,283.84,0.39901,20,1000
368.54,283.35,0.39706,20,1000
369.14,283,0.40394,20,1000
370.11,282.4,0.40394,20,1000
370.8,281.95,0.40394,20,1000
371.84,281.25,0.40196,20,1000
372.59,280.72,0.40196,20,1000
373.67,279.93,0.4,20,1000
374.43,279.34,0.40196,20,1000
375.5,278.48,0.39706,20,1000
376.24,277.85,0.39901,20,1000
377.26,276.95,0.39409,20,1000
377.91,276.34,0.38725,20,1000
378.83,275.47,0.38916,20,1000
379.34,274.94,0.38049,20,1000
380.1,274.16,0.38424,20,1000
380.45,273.77,0.37745,20,1000
381.05,273.11,0.37745,20,1000
381.23,272.88,0.37931,20,1000
381.65,272.39,0.37931,20,1000
381.63,272.36,0.36715,20,1000
381.86,272.07,0.37255,20,1000
381.66,272.23,0.37255,20,1000
381.74,272.13,0.37255,20,1000
381.4,272.45,0.37931,20,1000
381.35,272.49,0.37745,20,1000
380.87,272.95,0.38235,20,1000
380.68,273.13,0.38916,20,1000
380.08,273.71,0.39409,20,1000
379.79,274,0.39216,20,1000
379.1,274.65,0.39901,20,1000
378.74,275,0.39901,20,1000
377.96,275.71,0.39901,20,1000
377.5,276.13,0.39706,20,1000
376.64,276.87,0.40394,20,1000
376.12,277.34,0.40394,20,1000
375.21,278.09,0.40394,20,1000
374.64,278.57,0.40196,20,1000
373.7,279.3,0.40196,20,1000
373.11,279.77,0.4,20,1000
372.15,280.47,0.40196,20,1000
371.55,280.92,0.39706,20,1000
370.59,281.57,0.39901,20,1000
370,281.99,0.39409,20,1000
369.05,282.59,0.38725,20,1000
368.49,282.97,0.38916,20,1000
367.6,283.51,0.38049,20,1000
367.11,283.83,0.38424,20,1000
366.3,284.29,0.37745,20,1000
365.89,284.55,0.37745,20,1000
365.19,284.93,0.37931,20,1000
364.91,285.11,0.37931,20,1000
364.37,285.4,0.36893,20,1000
364.25,285.49,0.37255,20,1000
363.87,285.69,0.37255,20,1000
363.91,285.7,0.37255,20,1000
363.72,285.81,0.37931,20,1000
363.95,285.72,0.37745,20,1000
363.94,285.74,0.38235,20,1000
364.35,285.57,0.38916,20,1000
364.53,285.49,0.39409,20,1000
365.13,285.21,0.39216,20,1000
365.48,285.04,0.39901,20,1000
366.24,284.65,0.39901,20,1000
366.74,284.39,0.39901,20,1000
367.63,283.9,0.39901,20,1000
368.23,283.55,0.39706,20,1000
369.21,282.97,0.39706,20,1000
369.89,282.55,0.40394,20,1000
370.91,281.88,0.40394,20,1000
371.65,281.39,0.40394,20,1000
372.73,280.63,0.40196,20,1000
373.5,280.06,0.40394,20,1000
374.59,279.22,0.39512,20,1000
375.35,278.6,0.39216,20,1000
376.41,277.71,0.39409,20,1000
377.1,277.09,0.38916,20,1000
378.06,276.2,0.38235,20,1000
378.65,275.64,0.38235,20,1000
379.5,274.8,0.38424,20,1000
379.93,274.33,0.37745,20,1000
380.62,273.6,0.37931,20,1000
380.87,273.29,0.37931,20,1000
381.37,272.73,0.37255,20,1000
381.41,272.62,0.37255,20,1000
381.71,272.26,0.37255,20,1000
381.57,272.36,0.37438,20,1000
381.7,272.2,0.37438,20,1000
381.38,272.48,0.37931,20,1000
381.33,272.51,0.38424,20,1000
380.85,272.96,0.38235,20,1000
380.67,273.14,0.38916,20,1000
380.07,273.72,0.39409,20,1000
379.79,274,0.39216,20,1000
379.1,274.65,0.39216,20,1000
378.74,275.01,0.39901,20,1000
377.99,275.69,0.39901,20,1000
377.57,276.09,0.39706,20,1000
376.78,276.78,0.40394,20,1000
376.33,277.19,0.40394,20,1000
375.48,277.89,0.40394,20,1000
374.97,278.32,0.40196,20,1000
374.08,279.02,0.40196,20,1000
373.54,279.46,0.4,20,1000
372.62,280.14,0.40196,20,1000
372.06,280.57,0.39706,20,1000
371.13,281.21,0.39901,20,1000
370.57,281.62,0.39409,20,1000
369.65,282.22,0.38725,20,1000
369.1,282.59,0.38916,20,1000
368.22,283.14,0.38049,20,1000
367.74,283.46,0.38424,20,1000
366.97,283.92,0.37745,20,1000
366.6,284.16,0.37745,20,1000
365.94,284.53,0.37931,20,1000
365.68,284.7,0.37931,20,1000
365.17,284.99,0.37931,20,1000
365.07,285.07,0.37255,20,1000
364.73,285.26,0.37255,20,1000
364.82,285.25,0.37255,20,1000
364.66,285.34,0.37931,20,1000
364.92,285.23,0.37745,20,1000
364.93,285.24,0.38235,20,1000
365.35,285.05,0.38916,20,1000
365.54,284.97,0.39409,20,1000
366.13,284.67,0.39216,20,1000
366.47,284.5,0.39901,20,1000
367.21,284.1,0.39901,20,1000
367.69,283.84,0.39901,20,1000
368.54,283.35,0.39901,20,1000
369.14,283,0.39706,20,1000
370.11,282.4,0.39706,20,1000
370.8,281.95,0.40394,20,1000
371.85,281.25,0.40394,20,1000
372.59,280.72,0.40394,20,1000
373.67,279.93,0.40196,20,1000
374.43,279.34,0.40394,20,1000
375.5,278.48,0.39512,20,1000
376.24,277.85,0.39216,20,1000
377.27,276.95,0.39409,20,1000
377.92,276.34,0.38916,20,1000
378.83,275.46,0.38235,20,1000
379.34,274.94,0.38235,20,1000
380.1,274.16,0.38424,20,1000
380.45,273.77,0.37745,20,1000
381.06,273.11,0.37931,20,1000
381.23,272.88,0.37931,20,1000
381.65,272.39,0.36893,20,1000
381.63,272.36,0.37255,20,1000
381.86,272.07,0.37255,20,1000
381.66,272.23,0.37438,20,1000
381.74,272.13,0.37438,20,1000
381.4,272.45,0.37931,20,1000
381.35,272.49,0.38424,20,1000
380.87,272.95,0.38235,20,1000
380.68,273.13,0.38916,20,1000
380.08,273.71,0.39409,20,1000
379.79,274,0.39216,20,1000
379.1,274.65,0.39216,20,1000
378.74,275,0.39901,20,1000
377.96,275.71,0.39901,20,1000
377.5,276.13,0.39706,20,1000
376.64,276.87,0.40394,20,1000
376.12,277.34,0.40394,20,1000
375.21,278.09,0.40394,20,1000
374.64,278.57,0.40196,20,1000
373.7,279.3,0.40196,20,1000
373.11,279.77,0.4,20,1000
372.15,280.47,0.40196,20,1000
371.55,280.92,0.39706,20,1000
370.59,281.57,0.39901,20,1000
370,281.99,0.39409,20,1000
369.06,282.59,0.38725,20,1000
368.49,282.97,0.38916,20,1000
367.6,283.51,0.38049,20,1000
367.11,283.83,0.38424,20,1000
366.3,284.29,0.37745,20,1000
365.89,284.54,0.37745,20,1000
365.19,284.93,0.37931,20,1000
364.91,285.11,0.37931,20,1000
364.37,285.4,0.37931,20,1000
364.25,285.49,0.37255,20,1000
363.87,285.69,0.37255,20,1000
363.92,285.7,0.37255,20,1000
363.72,285.81,0.37931,20,1000
363.95,285.72,0.37745,20,1000
363.94,285.74,0.38235,20,1000
364.35,285.57,0.38916,20,1000
364.53,285.49,0.39409,20,1000
365.13,285.21,0.39216,20,1000
365.48,285.04,0.39901,20,1000
366.24,284.65,0.39901,20,1000
366.74,284.39,0.39901,20,1000
367.63,283.9,0.39901,20,1000
368.23,283.55,0.39706,20,1000
369.21,282.97,0.39706,20,1000
369.89,282.55,0.40394,20,1000
370.91,281.88,0.40394,20,1000
371.65,281.38,0.40394,20,1000
372.73,280.63,0.40196,20,1000
373.5,280.06,0.40394,20,1000
374.59,279.22,0.39512,20,1000
375.35,278.6,0.39216,20,1000
376.41,277.71,0.39409,20,1000
377.1,277.09,0.38916,20,1000
378.06,276.2,0.38235,20,1000
378.65,275.64,0.38235,20,1000
379.5,274.8,0.38424,20,1000
379.93,274.33,0.37745,20,1000
380.62,273.6,0.37931,20,1000
380.87,273.29,0.37931,20,1000
381.37,272.73,0.36893,20,1000
381.41,272.62,0.37255,20,1000
381.71,272.26,0.37255,20,1000
381.57,272.36,0.37438,20,1000
381.7,272.2,0.37438,20,1000
381.38,272.48,0.37931,20,1000
381.33,272.51,0.38424,20,1000
380.85,272.96,0.38235,20,1000
380.67,273.14,0.38916,20,1000
380.08,273.72,0.39409,20,1000
379.79,274,0.39216,20,1000
379.1,274.65,0.39216,20,1000
378.74,275.01,0.39901,20,1000
377.99,275.69,0.39901,20,1000
377.57,276.09,0.39706,20,1000
376.78,276.78,0.40394,20,1000
376.33,277.19,0.40394,20,1000
375.48,277.89,0.40394,20,1000
374.97,278.32,0.40196,20,1000
374.08,279.02,0.40196,20,1000
373.54,279.46,0.4,20,1000
372.62,280.13,0.40196,20,1000
372.06,280.57,0.39706,20,1000
371.13,281.21,0.39901,20,1000
370.57,281.62,0.39409,20,1000
369.65,282.22,0.38725,20,1000
369.1,282.59,0.38916,20,1000
368.22,283.14,0.38049,20,1000
367.75,283.45,0.38424,20,1000
366.97,283.92,0.37745,20,1000
366.6,284.16,0.37745,20,1000
365.94,284.53,0.37931,20,1000
365.68,284.7,0.37931,20,1000
365.17,284.99,0.37931,20,1000
365.07,285.07,0.37255,20,1000
364.73,285.26,0.37255,20,1000
364.82,285.25,0.37255,20,1000
364.66,285.34,0.37931,20,1000
364.93,285.23,0.37745,20,1000
364.93,285.24,0.38235,20,1000
365.35,285.05,0.38916,20,1000
365.54,284.97,0.39409,20,1000
366.13,284.67,0.39216,20,1000
366.48,284.5,0.39901,20,1000
367.21,284.1,0.39901,20,1000
367.69,283.84,0.39901,20,1000
368.54,283.35,0.39901,20,1000
369.14,283,0.39706,20,1000
370.11,282.4,0.39706,20,1000
370.8,281.95,0.40394,20,1000
371.85,281.25,0.40394,20,1000
372.59,280.72,0.40394,20,1000
373.67,279.93,0.40196,20,1000
374.43,279.34,0.40394,20,1000
375.5,278.48,0.39512,20,1000
376.24,277.85,0.39216,20,1000
377.27,276.95,0.39409,20,1000
377.92,276.34,0.38916,20,1000
378.83,275.46,0.38235,20,1000
379.34,274.94,0.38235,20,1000
380.1,274.16,0.38424,20,1000
380.45,273.77,0.37745,20,1000
381.06,273.11,0.37931,20,1000
381.23,272.88,0.37931,20,1000
381.65,272.39,0.36893,20,1000
381.63,272.36,0.37255,20,1000
381.86,272.07,0.37255,20,1000
381.66,272.23,0.37438,20,1000
381.74,272.13,0.37438,20,1000
381.4,272.45,0.37931,20,1000
381.35,272.49,0.38424,20,1000
380.87,272.95,0.38235,20,1000
380.68,273.13,0.38916,20,1000
380.08,273.71,0.39409,20,1000
379.79,274,0.39216,20,1000
379.1,274.65,0.39216,20,1000
378.74,275,0.39901,20,1000
377.96,275.71,0.39901,20,1000
377.5,276.13,0.39706,20,1000
376.64,276.87,0.40394,20,1000
376.12,277.34,0.40394,20,1000
375.21,278.09,0.40394,20,1000
374.64,278.57,0.40196,20,1000
362.91,280.88,0.40887,25,1000
361.89,281.6,0.40686,25,1000
361.25,282.07,0.40488,25,1000
360.23,282.74,0.41379,25,1000
359.6,283.18,0.41379,25,1000
358.63,283.78,0.41379,25,1000
358.07,284.16,0.41176,25,1000
357.19,284.67,0.41379,25,1000
356.74,284.97,0.40686,25,1000
356.01,285.38,0.40196,25,1000
355.71,285.58,0.40394,25,1000
355.13,285.89,0.39901,25,1000
354.98,286,0.39216,25,1000
354.58,286.22,0.39409,25,1000
354.62,286.23,0.38725,25,1000
354.43,286.35,0.38916,25,1000
354.68,286.25,0.38916,25,1000
354.7,286.26,0.38916,25,1000
355.15,286.06,0.38235,25,1000
355.34,285.97,0.38235,25,1000
355.96,285.67,0.38424,25,1000
356.34,285.49,0.38424,25,1000
357.13,285.07,0.38424,25,1000
357.67,284.78,0.38235,25,1000
358.61,284.25,0.38916,25,1000
359.27,283.86,0.39409,25,1000
360.31,283.22,0.39024,25,1000
361.04,282.74,0.39706,25,1000
362.14,282.01,0.40394,25,1000
362.95,281.44,0.40196,25,1000
364.1,280.6,0.40196,25,1000
364.93,279.96,0.40887,25,1000
366.09,279.02,0.40887,25,1000
366.92,278.32,0.40686,25,1000
368.04,277.33,0.41379,25,1000
368.79,276.62,0.41379,25,1000
369.81,275.64,0.41379,25,1000
370.41,275,0.40976,25,1000
371.27,274.1,0.41176,25,1000
371.68,273.61,0.41379,25,1000
372.35,272.87,0.40686,25,1000
372.58,272.57,0.40196,25,1000
373.07,272,0.40394,25,1000
373.1,271.9,0.39901,25,1000
373.4,271.54,0.39216,25,1000
373.23,271.66,0.39409,25,1000
373.33,271.52,0.38725,25,1000
372.99,271.84,0.38916,25,1000
372.93,271.88,0.38916,25,1000
372.45,272.36,0.38916,25,1000
372.28,272.55,0.38235,25,1000
371.67,273.15,0.38235,25,1000
371.37,273.46,0.38424,25,1000
370.65,274.16,0.38424,25,1000
370.25,274.57,0.38424,25,1000
369.45,275.33,0.38424,25,1000
368.99,275.78,0.38916,25,1000
368.13,276.56,0.38725,25,1000
367.63,277.04,0.39024,25,1000
366.7,277.82,0.39901,25,1000
366.13,278.33,0.39706,25,1000
365.16,279.11,0.40394,25,1000
364.55,279.62,0.40394,25,1000
363.54,280.38,0.40196,25,1000
362.91,280.88,0.40887,25,1000
361.89,281.6,0.40887,25,1000
361.25,282.07,0.40686,25,1000
360.23,282.74,0.40488,25,1000
359.6,283.18,0.41379,25,1000
358.63,283.78,0.41379,25,1000
358.07,284.16,0.41379,25,1000
357.19,284.67,0.41176,25,1000
356.74,284.97,0.40686,25,1000
356.01,285.38,0.40887,25,1000
355.71,285.58,0.40394,25,1000
355.13,285.89,0.39706,25,1000
354.98,286,0.39901,25,1000
354.58,286.22,0.39409,25,1000
354.62,286.23,0.39409,25,1000
354.43,286.35,0.38725,25,1000
354.68,286.25,0.38916,25,1000
354.7,286.26,0.38916,25,1000
355.15,286.06,0.38235,25,1000
355.34,285.97,0.38424,25,1000
355.96,285.67,0.38424,25,1000
356.34,285.49,0.38424,25,1000
357.13,285.07,0.38424,25,1000
357.67,284.78,0.38424,25,1000
358.61,284.25,0.38235,25,1000
359.27,283.86,0.38725,25,1000
360.31,283.22,0.39409,25,1000
361.04,282.74,0.39901,25,1000
362.14,282.01,0.39706,25,1000
362.95,281.44,0.40394,25,1000
364.1,280.6,0.40196,25,1000
364.93,279.96,0.40196,25,1000
366.09,279.02,0.40887,25,1000
366.92,278.32,0.40887,25,1000
368.04,277.33,0.40686,25,1000
368.79,276.62,0.41379,25,1000
369.81,275.64,0.41379,25,1000
370.41,275,0.41379,25,1000
371.27,274.1,0.41379,25,1000
371.68,273.61,0.41176,25,1000
372.35,272.87,0.39904,25,1000
372.58,272.57,0.40887,25,1000
373.07,272,0.40394,25,1000
373.1,271.9,0.39706,25,1000
373.4,271.54,0.39901,25,1000
373.23,271.66,0.39409,25,1000
373.33,271.52,0.39409,25,1000
372.99,271.84,0.38725,25,1000
372.93,271.88,0.38916,25,1000
372.45,272.36,0.38916,25,1000
372.28,272.55,0.38235,25,1000
371.67,273.15,0.38424,25,1000
371.37,273.46,0.38424,25,1000
370.65,274.16,0.38424,25,1000
370.25,274.57,0.38424,25,1000
369.45,275.33,0.38424,25,1000
368.99,275.78,0.38235,25,1000
368.13,276.56,0.38725,25,1000
367.63,277.04,0.39409,25,1000
366.7,277.82,0.39901,25,1000
366.13,278.33,0.39706,25,1000
365.16,279.11,0.40394,25,1000
364.55,279.62,0.40196,25,1000
363.54,280.38,0.40196,25,1000
362.91,280.88,0.40887,25,1000
361.89,281.6,0.40887,25,1000
361.25,282.07,0.40686,25,1000
360.23,282.74,0.41379,25,1000
359.6,283.18,0.41379,25,1000
358.63,283.78,0.41379,25,1000
358.07,284.16,0.40976,25,1000
357.19,284.67,0.41176,25,1000
356.74,284.97,0.40488,25,1000
356.01,285.38,0.40887,25,1000
355.71,285.58,0.40394,25,1000
355.13,285.89,0.39706,25,1000
354.98,286,0.39901,25,1000
354.58,286.22,0.39409,25,1000
354.62,286.23,0.39409,25,1000
354.43,286.35,0.38725,25,1000
354.68,286.25,0.38916,25,1000
354.7,286.26,0.38916,25,1000
355.15,286.06,0.38235,25,1000
355.34,285.97,0.38424,25,1000
355.96,285.67,0.38424,25,1000
356.34,285.49,0.38424,25,1000
357.13,285.07,0.38424,25,1000
357.67,284.78,0.38424,25,1000
358.61,284.25,0.38235,25,1000
359.27,283.86,0.38725,25,1000
360.31,283.22,0.39409,25,1000
361.04,282.74,0.39901,25,1000
362.14,282.01,0.39706,25,1000
362.95,281.44,0.40394,25,1000
364.1,280.6,0.40196,25,1000
364.93,279.96,0.40196,25,1000
366.09,279.02,0.40887,25,1000
366.92,278.32,0.40887,25,1000
368.04,277.33,0.40686,25,1000
368.79,276.62,0.41379,25,1000
369.81,275.64,0.41379,25,1000
370.41,275,0.41379,25,1000
371.27,274.1,0.40976,25,1000
371.68,273.61,0.41176,25,1000
372.35,272.87,0.40488,25,1000
372.58,272.57,0.40887,25,1000
373.07,272,0.40394,25,1000
373.1,271.9,0.39706,25,1000
373.4,271.54,0.39901,25,1000
373.23,271.66,0.39409,25,1000
373.33,271.52,0.39409,25,1000
372.99,271.84,0.38725,25,1000
372.93,271.88,0.38916,25,1000
372.45,272.36,0.38916,25,1000
372.28,272.55,0.38235,25,1000
371.67,273.15,0.38424,25,1000
371.37,273.46,0.38424,25,1000
370.65,274.16,0.38424,25,1000
370.25,274.57,0.38424,25,1000
369.45,275.33,0.38424,25,1000
368.99,275.78,0.38235,25,1000
368.13,276.56,0.38725,25,1000
367.63,277.04,0.39409,25,1000
366.7,277.82,0.39901,25,1000
366.13,278.33,0.39706,25,1000
365.16,279.11,0.40394,25,1000
364.55,279.62,0.40196,25,1000
363.54,280.38,0.40196,25,1000
362.91,280.88,0.40887,25,1000
361.89,281.6,0.40488,25,1000
361.25,282.07,0.40686,25,1000
360.23,282.74,0.41379,25,1000
359.6,283.18,0.41379,25,1000
358.63,283.78,0.41379,25,1000
358.07,284.16,0.41176,25,1000
357.19,284.67,0.41176,25,1000
356.74,284.97,0.40488,25,1000
356.01,285.38,0.40887,25,1000
355.71,285.58,0.40394,25,1000
355.13,285.89,0.39706,25,1000
354.98,286,0.39901,25,1000
354.58,286.22,0.39409,25,1000
354.62,286.23,0.39409,25,1000
354.43,286.35,0.38725,25,1000
354.68,286.25,0.38916,25,1000
354.7,286.26,0.38916,25,1000
355.15,286.06,0.38235,25,1000
355.34,285.97,0.38049,25,1000
355.96,285.67,0.38424,25,1000
356.34,285.49,0.38424,25,1000
357.13,285.07,0.38424,25,1000
357.67,284.78,0.38424,25,1000
358.61,284.25,0.38235,25,1000
359.27,283.86,0.38725,25,1000
360.31,283.22,0.39409,25,1000
361.04,282.74,0.39901,25,1000
362.14,282.01,0.39706,25,1000
362.95,281.44,0.40394,25,1000
364.1,280.6,0.40196,25,1000
364.93,279.96,0.40196,25,1000
366.09,279.02,0.40887,25,1000
366.92,278.32,0.40488,25,1000
368.04,277.33,0.40686,25,1000
368.79,276.62,0.41379,25,1000
369.81,275.64,0.41379,25,1000
370.41,275,0.41379,25,1000
371.27,274.1,0.41176,25,1000
371.68,273.61,0.41176,25,1000
372.35,272.87,0.40291,25,1000
372.58,272.57,0.40887,25,1000
373.07,272,0.40394,25,1000
373.1,271.9,0.39706,25,1000
373.4,271.54,0.39901,25,1000
373.23,271.66,0.39409,25,1000
373.33,271.52,0.39409,25,1000
372.99,271.84,0.38725,25,1000
372.93,271.88,0.38916,25,1000
372.45,272.36,0.38916,25,1000
372.28,272.55,0.38235,25,1000
371.67,273.15,0.38049,25,1000
371.37,273.46,0.38424,25,1000
370.65,274.16,0.38424,25,1000
370.25,274.57,0.38424,25,1000
369.45,275.33,0.38424,25,1000
368.99,275.78,0.37681,25,1000
368.13,276.56,0.38725,25,1000
367.63,277.04,0.39409,25,1000
366.7,277.82,0.39901,25,1000
366.13,278.33,0.39706,25,1000
365.16,279.11,0.40394,25,1000
364.55,279.62,0.40196,25,1000
363.54,280.38,0.40196,25,1000
362.91,280.88,0.40887,25,1000
361.89,281.6,0.40291,25,1000
361.25,282.07,0.40686,25,1000
360.23,282.74,0.41379,25,1000
359.6,283.18,0.41379,25,1000
358.63,283.78,0.41379,25,1000
358.07,284.16,0.41176,25,1000
357.19,284.67,0.41176,25,1000
356.74,284.97,0.41379,25,1000
356.01,285.38,0.40887,25,1000
355.71,285.58,0.40394,25,1000
355.13,285.89,0.39706,25,1000
354.98,286,0.39901,25,1000
354.58,286.22,0.39409,25,1000
354.62,286.23,0.39409,25,1000
354.43,286.35,0.38725,25,1000
354.68,286.25,0.38916,25,1000
354.7,286.26,0.38916,25,1000
355.15,286.06,0.38235,25,1000
355.34,285.97,0.38424,25,1000
355.96,285.67,0.38424,25,1000
356.34,285.49,0.38424,25,1000
357.13,285.07,0.38424,25,1000
357.67,284.78,0.38424,25,1000
358.61,284.25,0.38424,25,1000
359.27,283.86,0.38916,25,1000
360.31,283.22,0.39409,25,1000
361.04,282.74,0.39216,25,1000
362.14,282.01,0.39901,25,1000
362.95,281.44,0.3932,25,1000
364.1,280.6,0.40394,25,1000
364.93,279.96,0.40394,25,1000
366.09,279.02,0.40196,25,1000
366.92,278.32,0.40887,25,1000
368.04,277.33,0.40488,25,1000
368.79,276.62,0.40686,25,1000
369.81,275.64,0.41379,25,1000
370.41,275,0.41379,25,1000
371.27,274.1,0.41379,25,1000
371.68,273.61,0.41379,25,1000
372.35,272.87,0.41379,25,1000
372.58,272.57,0.40887,25,1000
373.07,272,0.40196,25,1000
373.1,271.9,0.39512,25,1000
373.4,271.54,0.39901,25,1000
373.23,271.66,0.39216,25,1000
373.33,271.52,0.39409,25,1000
372.99,271.84,0.38916,25,1000
372.93,271.88,0.38916,25,1000
372.45,272.36,0.38916,25,1000
372.28,272.55,0.38235,25,1000
371.67,273.15,0.37681,25,1000
371.37,273.46,0.38424,25,1000
370.65,274.16,0.38424,25,1000
370.25,274.57,0.38424,25,1000
369.45,275.33,0.38424,25,1000
368.99,275.78,0.38424,25,1000
368.13,276.56,0.38916,25,1000
367.63,277.04,0.38537,25,1000
366.7,277.82,0.39216,25,1000
366.13,278.33,0.39901,25,1000
365.16,279.11,0.39512,25,1000
364.55,279.62,0.40394,25,1000
363.54,280.38,0.40394,25,1000
362.91,280.88,0.39423,25,1000
361.89,281.6,0.40887,25,1000
361.25,282.07,0.40488,25,1000
360.23,282.74,0.40686,25,1000
359.6,283.18,0.41379,25,1000
358.63,283.78,0.41379,25,1000
358.07,284.16,0.41379,25,1000
357.19,284.67,0.40976,25,1000
356.74,284.97,0.41379,25,1000
356.01,285.38,0.40887,25,1000
355.71,285.58,0.40196,25,1000
355.13,285.89,0.40394,25,1000
354.98,286,0.39901,25,1000
354.58,286.22,0.39216,25,1000
354.62,286.23,0.39409,25,1000
354.43,286.35,0.38537,25,1000
354.68,286.25,0.38916,25,1000
354.7,286.26,0.38916,25,1000
355.15,286.06,0.38235,25,1000
355.34,285.97,0.38424,25,1000
355.96,285.67,0.38424,25,1000
356.34,285.49,0.38424,25,1000
357.13,285.07,0.38424,25,1000
357.67,284.78,0.38424,25,1000
358.61,284.25,0.38424,25,1000
359.27,283.86,0.38916,25,1000
360.31,283.22,0.38537,25,1000
361.04,282.74,0.39216,25,1000
362.14,282.01,0.39901,25,1000
362.95,281.44,0.39512,25,1000
364.1,280.6,0.40394,25,1000
364.93,279.96,0.40394,25,1000
366.09,279.02,0.39806,25,1000
366.92,278.32,0.40887,25,1000
368.04,277.33,0.40488,25,1000
368.79,276.62,0.40686,25,1000
369.81,275.64,0.41379,25,1000
370.41,275,0.41379,25,1000
371.27,274.1,0.41379,25,1000
371.68,273.61,0.40385,25,1000
372.35,272.87,0.41379,25,1000
372.58,272.57,0.40887,25,1000
373.07,272,0.40196,25,1000
373.1,271.9,0.40394,25,1000
373.4,271.54,0.39901,25,1000
373.23,271.66,0.39216,25,1000
373.33,271.52,0.39409,25,1000
372.99,271.84,0.38537,25,1000
372.93,271.88,0.38916,25,1000
372.45,272.36,0.38916,25,1000
372.28,272.55,0.38235,25,1000
